herd_id	species_short	cohort_short	cohort_stock_size	ration_intake	nitrogen_intake	nitrogen_retention	nitrogen_excretion	milk_production_mass_cohort	milk_production_protein_cohort	milk_production_fpcm_cohort	egg_production_number_cohort	egg_production_mass_cohort	egg_production_protein_cohort	fibre_production_cohort	meat_production_live_weight_cohort	meat_production_carcass_weight_cohort	meat_production_bone_free_meat_cohort	meat_production_protein_cohort	co2_ration_fertilizer	co2_ration_pesticides	co2_ration_crop_activities	co2_ration_luc_nopeat	co2_ration_luc_peat	n2o_ration_fertilizer	n2o_ration_manure_applied	n2o_ration_crop_residues	ch4_ration_rice	ch4_enteric	ch4_manure_pasture	ch4_manure_burned	ch4_manure_other	ch4_manure_all_noburn	n2o_manure_pasture_direct	n2o_manure_burned_direct	n2o_manure_other_direct	n2o_manure_all_noburn_direct	n2o_manure_pasture_indirect	n2o_manure_burned_indirect	n2o_manure_other_indirect
2	CTL	FS	662.566735530807	5.66216185832154	0.0929500490662065	0.00302714285714286	0.0899229062090636	0	0	0	0	0	0	0	185690.728876629	120698.973769809	78454.3329503756	16475.4099195789	0.544	0.0922	47.382	0.0262	0.001018	0.00286	0.10908	0.001202	0	0.125116461800739	0.00106560121840908	0.00258544528542704	0.00232690075688433	0.00339250197529341	0.000169568908851377	0	0.000706537120214071	0.000876106029065448	8.90236771469729e-05	0	8.81758326027161e-05
2	CTL	MA	1612.1923112029	9.15239667448776	0.150245743808391	0	0.150245743808391	0	0	0	0	0	0	0	119996.410254655	77997.6666655261	50698.483332592	10646.6814998443	0.544	0.0922	47.382	0.0262	0.001018	0.00286	0.10908	0.001202	0	0.20223997786743	0.00172245253522096	0.00417914948821809	0.00376123453939628	0.00548368707461724	0.000283320545467252	0	0.00118050227278021	0.00146382281824747	0.000148743286370307	0	0.000147326683642971
2	CTL	MJ	193.585917517634	4.66964851309578	0.191922553888236	0.111926666666667	0.0799958872215698	0	0	0	0	0	0	0	416169.826904788	270510.387488112	175831.751867273	36924.6678921273	0	0	0	0	0	0	0	0	0	0	0.00011023160688846	0.000267452573637548	0.000240707316273793	0.000350938923162253	0.000150849387332103	0	0.000628539113883762	0.000779388501215865	7.91959283493541e-05	0	7.84416814126935e-05
2	CTL	MS	284.248622817826	6.03470882016632	0.0990657799918504	0.00535571428571429	0.0937100657061361	0	0	0	0	0	0	0	113330.068073855	73664.5442480057	47881.9537612037	10055.2102898528	0.544	0.0922	47.382	0.0262	0.001018	0.00286	0.10908	0.001202	0	0.133348610384081	0.00113571339576992	0.00275555695128946	0.00248000125616051	0.00361571465193043	0.000176710409617285	0	0.000736293373405355	0.00091300378302264	9.27729650490747e-05	0	9.18894130009883e-05
3	SHP	FA	2785519.19611322	1.09966456729679	0.022076645920137	0.00251804493150685	0.0195586009886301	64663042.6185723	3750456.4718772	96609659.6753056	0	0	0	4178278.79416983	41886633.8697239	27226312.0153205	19058418.4107244	4002267.86625212	16.6353	8.3062	57.648	5.9369	0.05791	0.072447	0.067596	0.018048	0	0.0235225850152191	0.000121208787886711	0	0.00070920035465629	0.000830409142543001	3.68819332928454e-05	0	0.000291981971901693	0.000328863905194538	1.29086766524959e-05	0	3.07964142995259e-05
3	SHP	FJ	147620.381986054	0.716578593750705	0.0348257196562843	0.0111843333333333	0.0236413863229509	0	0	0	0	0	0	0	18005240.4670745	11703406.3035984	8192384.41251889	1720400.72662897	0	0	0	0	0	0	0	0	0	0	1.12958757314537e-05	0	6.60928899180804e-05	7.73887656495342e-05	4.45808999232789e-05	0	0.000352932124392624	0.000397513024315903	1.56033149731476e-05	0	3.72250514359379e-05
3	SHP	FS	587692.011118294	0.815380499063558	0.0163694158231002	0.00176943493150685	0.0145999808915933	0	0	0	0	0	0	881538.01667744	12855554.9850283	8356110.74026837	5849277.51818785	1228348.27881945	16.6353	8.3062	57.648	5.9369	0.05791	0.072447	0.067596	0.018048	0	0.0121041433894797	8.98740260413259e-05	0	0.000525858663007758	0.000615732689049084	2.75313925384331e-05	0	0.000217956857595929	0.000245488250134362	9.63598738845159e-06	0	2.29887127695917e-05
3	SHP	MA	1958993.36630666	0.982319301063609	0.0197208458242928	0.000550684931506849	0.019170160892786	0	0	0	0	0	0	2938490.04945999	16826459.1132969	10937198.423643	7656038.89655011	1607768.16827552	16.6353	8.3062	57.648	5.9369	0.05791	0.072447	0.067596	0.018048	0	0.0210124886793074	0.000108274591489594	0	0.000633521545949752	0.000741796137439345	3.61494462549678e-05	0	0.000286183116185162	0.00032233256244013	1.26523061892387e-05	0	3.01847876228981e-05
3	SHP	MJ	63096.9400963627	0.716540904260537	0.0348238879470621	0.0111843333333333	0.0236395546137288	0	0	0	0	0	0	0	35711412.5433086	23212418.1531506	16248692.7072054	3412225.46851313	0	0	0	0	0	0	0	0	0	0	1.12952816084908e-05	0	6.60894136667014e-05	7.73846952751922e-05	4.45774458430314e-05	0	0.000352904779590665	0.000397482225433697	1.5602106045061e-05	0	3.72221672789312e-05
3	SHP	MS	17078.1043794055	0.67670967229209	0.0135854880390015	0.00223372064579256	0.011351767393209	0	0	0	0	0	0	25617.1565691083	1587903.090398	1032137.0087587	722495.90613109	151724.140287529	16.6353	8.3062	57.648	5.9369	0.05791	0.072447	0.067596	0.018048	0	0.0100456055987093	7.45892534587778e-05	0	0.000436426483003487	0.000511015736462265	2.14061899414798e-05	0	0.000169465670370048	0.000190871860311528	7.49216647951792e-06	0	1.78741686011356e-05
4	SHP	FA	4545824.98889507	1.49493250131498	0.0252060569046719	0.000917808219178082	0.0242882486854938	0	0	0	0	0	0	11364562.4722377	36851501.3632216	23953475.886094	16767433.1202658	3521160.95525582	7.424	0.4442	87.598	2.3662	0.313018	0.04466	0.1134	0.014342	0	0.0333890195967027	0.000237299891336116	0	0.000518180053869457	0.000755479945205573	5.72508719015212e-05	0	0.000381672479343475	0.000438923351244996	2.00378051655324e-05	0	3.59726311781225e-05
4	SHP	FJ	183859.250115336	0.916274756937695	0.044530953187172	0.012909	0.031621953187172	0	0	0	0	0	0	0	32579752.121387	21176838.8789016	14823787.2152311	3112995.31519853	0	0	0	0	0	0	0	0	0	0	1.80547637769601e-05	0	3.94252960415142e-05	5.74800598184743e-05	7.45374610840482e-05	0	0.000496916407226988	0.000571453868311036	2.60881113794169e-05	0	4.68343713811436e-05
4	SHP	FS	715678.243322185	1.27412982494581	0.0214831029784112	0.00189329401887913	0.0195898089595321	0	0	0	0	0	0	1789195.60830546	29565946.9450295	19217865.5142692	13452505.8599884	2825026.23059757	7.424	0.4442	87.598	2.3662	0.313018	0.04466	0.1134	0.014342	0	0.0202475980251722	0.000202250515486009	0	0.00044164446270741	0.000643894978193419	4.61759782617542e-05	0	0.000307839855078362	0.000354015833340116	1.6161592391614e-05	0	2.90139063411356e-05
4	SHP	MA	2303766.49227327	1.49154045454186	0.0251488636040304	0.000917808219178082	0.0242310553848523	0	0	0	0	0	0	5759416.23068318	19402710.0789008	12611761.5512855	8828233.08589985	1853928.94803897	7.424	0.4442	87.598	2.3662	0.313018	0.04466	0.1134	0.014342	0	0.033313258907788	0.000236761450751032	0	0.000517004287754214	0.000753765738505246	5.71160591214375e-05	0	0.00038077372747625	0.000437889786597688	1.99906206925031e-05	0	3.58879238146366e-05
4	SHP	MJ	118550.443526206	0.888248908923267	0.0431688969736708	0.012909	0.0302598969736708	0	0	0	0	0	0	0	49916254.8660524	32445565.662934	22711895.9640538	4769498.1524513	0	0	0	0	0	0	0	0	0	0	1.75025276035654e-05	0	3.82194051813577e-05	5.57219327849231e-05	7.13269000093668e-05	0	0.000475512666729112	0.000546839566738479	2.49644150032784e-05	0	4.48170688392188e-05
4	SHP	MS	112320.581867931	1.30036638916994	0.0219254776877944	0.00228970657493294	0.0196357711128615	0	0	0	0	0	0	280801.454669828	11672227.1423386	7586947.64252011	5310863.34976408	1115281.30345046	7.424	0.4442	87.598	2.3662	0.313018	0.04466	0.1134	0.014342	0	0.0206645315240758	0.000206415207760707	0	0.000450738695558094	0.000657153903318801	4.62843176231735e-05	0	0.000308562117487824	0.000354846435110997	1.61995111681107e-05	0	2.90819795732274e-05
5	GTS	FA	943257.107489313	1.54008607650618	0.0414899189010765	0.00795042191780822	0.0335394969832683	138404115.381907	4705739.92298484	170714332.289448	0	0	0	1697862.79348076	10136435.1858091	6588682.87077591	4612078.00954314	968536.382004059	22.6363	10.7182	73.679	11.9319	0.10654	0.104779	0.091046	0.031238	0	0.0321350692402972	0.000159647215081665	0	0.000884942569601617	0.00104458978468328	6.32459085970202e-05	0	0.000500696776393076	0.000563942684990097	2.21360680089571e-05	0	5.28103336785119e-05
5	GTS	FJ	34478.9053415241	0.324126419136191	0.0133215958264975	0.00498333333333333	0.00833826249316413	0	0	0	0	0	0	0	4323558.92238717	2810313.29955166	1967219.30968616	413116.055034094	0	0	0	0	0	0	0	0	0	0	5.100880136365e-06	0	2.82747555151252e-05	3.33756356514902e-05	1.57235807013952e-05	0	0.000124478347219379	0.000140201927920774	5.50325324548833e-06	0	1.3129189885665e-05
5	GTS	FS	58261.2556938271	0.786511730734205	0.0211886260259795	0.00410660505033834	0.0170820209756411	0	0	0	0	0	0	104870.260248889	1970799.92169827	1281019.94910387	896713.964372711	188309.932518269	22.6363	10.7182	73.679	11.9319	0.10654	0.104779	0.091046	0.031238	0	0.0112220263259629	8.15307724394408e-05	0	0.000451934292917393	0.000533465065356834	3.22118109826376e-05	0	0.000255010170279214	0.000287221981261852	1.12741338439232e-05	0	2.68968621705024e-05
5	GTS	MA	287207.343644472	1.78301295186868	0.0480343689233423	0.000660821917808219	0.047373547005534	0	0	0	0	0	0	516973.21856005	6838801.70752507	4445221.10989129	3111654.77692391	653447.50315402	22.6363	10.7182	73.679	11.9319	0.10654	0.104779	0.091046	0.031238	0	0.0372039235590198	0.00018482931347976	0	0.00102452978916552	0.00120935910264528	8.93329743532928e-05	0	0.000707219380296901	0.000796552354650194	3.12665410236525e-05	0	7.45930335849995e-05
5	GTS	MJ	15327.4598808326	0.324126419136191	0.0133215958264975	0.00498333333333333	0.00833826249316413	0	0	0	0	0	0	0	5672086.05996832	3686855.93897941	2580799.15728558	541967.823029973	0	0	0	0	0	0	0	0	0	0	5.100880136365e-06	0	2.82747555151252e-05	3.33756356514902e-05	1.57235807013952e-05	0	0.000124478347219379	0.000140201927920774	5.50325324548833e-06	0	1.3129189885665e-05
5	GTS	MS	1467.92795003072	0.610300944662706	0.0164415074492133	0.00661262914672388	0.00982887830248941	0	0	0	0	0	0	2642.2703100553	140245.318384406	91159.4569498642	63811.6198649049	13400.44017163	22.6363	10.7182	73.679	11.9319	0.10654	0.104779	0.091046	0.031238	0	0.00870783358993463	6.32645458350909e-05	0	0.000350682532904479	0.00041394707873957	1.85344562275515e-05	0	0.000146731111801449	0.000165265568029001	6.48705967964301e-06	0	1.54762709500055e-05
6	GTS	FA	113626.393651343	1.64233725301258	0.0257025780096469	0.000275342465753425	0.0254272355438935	0	0	0	0	0	0	85219.7952385073	659099.570712941	428414.720963412	299890.304674388	62976.9639816215	0	0	83.5	0	0	0	0.108	0	0	0.0366629131727913	0.000262688396695832	0	0.00152965247796005	0.00179234087465589	5.99356266391774e-05	0	0.000199785422130591	0.000259721048769769	2.09774693237121e-05	0	1.63824046147085e-05
6	GTS	FJ	9482.4595763404	0.30478199965794	0.0125265401859413	0.00463666666666667	0.00788987351927467	0	0	0	0	0	0	0	446729.282255371	290374.033465991	203261.823426194	42684.9829195007	0	0	0	0	0	0	0	0	0	0	5.99556359876498e-06	0	3.49125763869853e-05	4.09081399857503e-05	1.85975590097189e-05	0	6.19918633657296e-05	8.05894223754484e-05	6.50914565340161e-06	0	5.08333279598982e-06
6	GTS	FS	38574.5932752612	1.24292878329795	0.019451835458613	0.00198101622461867	0.0174708192339943	0	0	0	0	0	0	28930.9449564459	537125.155266513	349131.350923234	244391.945646263	51322.3085857153	0	0	83.5	0	0	0	0.108	0	0	0.019773164764528	0.000198803850240094	0	0.0011576484000543	0.00135645225029439	4.11812167658437e-05	0	0.000137270722552812	0.000178451939318656	1.44134258680453e-05	0	1.12561992493306e-05
6	GTS	MA	20169.5475417452	1.94840109944876	0.0304924772063731	0.000275342465753425	0.0302171347406197	0	0	0	0	0	0	15127.1606563089	126051.173361457	81933.2626849467	57353.2838794627	12044.1896146872	0	0	83.5	0	0	0	0.108	0	0	0.0434953662555165	0.000311642666569088	0	0.0018147165354527	0.00212635920202179	7.1226103317175e-05	0	0.000237420344390583	0.000308646447707758	2.49291361610112e-05	0	1.94684682400278e-05
6	GTS	MJ	6912.89054387609	0.30478199965794	0.0125265401859413	0.00463666666666667	0.00788987351927467	0	0	0	0	0	0	0	798690.650441214	519148.922786789	363404.245950752	76314.891649658	0	0	0	0	0	0	0	0	0	0	5.99556359876498e-06	0	3.49125763869853e-05	4.09081399857503e-05	1.85975590097189e-05	0	6.19918633657296e-05	8.05894223754484e-05	6.50914565340161e-06	0	5.08333279598982e-06
6	GTS	MS	11234.115411434	1.27391148095197	0.0199367146768984	0.00292734246575343	0.017009372211145	0	0	0	0	0	0	8425.58655857551	370311.944589131	240702.763982935	168491.934788055	35383.3063054914	0	0	83.5	0	0	0	0.108	0	0	0.0202660538131966	0.000203759467703631	0	0.0011865052990581	0.00139026476676173	4.00935202119845e-05	0	0.000133645067373282	0.000173738587585266	1.40327320741946e-05	0	1.09588955246091e-05
7	BFL	FA	265060.071934462	7.90966704697256	0.16282207809534	0.01729792	0.14552415809534	78558504.1199359	3660826.29198901	128157410.400445	0	0	0	0	12864651.7371539	8362023.62915001	6271517.7218625	1317018.72159113	24.1376	10.7537	81.881	49.5318	0.65296	0.185636	0.213822	0.097351	0	0.169891346297371	0.000200043857963298	0	0.0329299519827601	0.0331299958407234	4.5736163972821e-05	0	0.00137208491918463	0.00141782108315745	2.4011486085731e-05	0	0.000503555165340759
7	BFL	FJ	10184.73805936	1.67547172454887	0.0745584917424247	0.0499866666666667	0.024571825075758	0	0	0	0	0	0	0	9241355.67044015	6006881.1857861	4505160.88933958	946083.786761311	0	0	0	0	0	0	0	0	0	0	6.73710764444734e-06	0	0.00110901995938831	0.00111575706703276	7.72257359523823e-06	0	0.000231677207857147	0.000239399781452385	4.05435113750007e-06	0	8.50255352835728e-05
7	BFL	FS	28057.0787745114	5.21065212180278	0.107262316057735	0.0157310061601643	0.0915313098975702	0	0	0	0	0	0	0	13214091.7711417	8589159.65124208	6441869.73843156	1352792.64507063	24.1376	10.7537	81.881	49.5318	0.65296	0.185636	0.213822	0.097351	0	0.111919338551571	0.000131782911563772	0	0.0216932676370376	0.0218250505486013	2.87669831106649e-05	0	0.000863009493319948	0.000891776476430613	1.51026661330991e-05	0	0.000316724484048421
7	BFL	MA	21656.5309466421	8.28044403159179	0.170454596479123	0	0.170454596479123	0	0	0	0	0	0	0	4555065.71626732	2960792.71557376	2220594.53668032	466324.852702867	24.1376	10.7537	81.881	49.5318	0.65296	0.185636	0.213822	0.097351	0	0.177855246764856	0.00020942120065127	0	0.0344735907007131	0.0346830119013643	5.35714446077245e-05	0	0.00160714333823173	0.00166071478283946	2.81250084190553e-05	0	0.000589821605131046
7	BFL	MJ	6149.07084149851	1.34583376579395	0.0598896025778309	0.0499866666666667	0.00990293591116427	0	0	0	0	0	0	0	12555224.9416246	8160896.21205602	6120672.15904201	1285341.15339882	0	0	0	0	0	0	0	0	0	0	5.41162636100419e-06	0	0.000890827631654664	0.000896239258015669	3.11235128636591e-06	0	9.33705385909774e-05	9.64828898773433e-05	1.6339844253421e-06	0	3.42669876628887e-05
7	BFL	MS	2892.50944352592	5.04971491566054	0.103949391481855	0.0224250513347023	0.0815243401471532	0	0	0	0	0	0	0	3017935.28206874	1961657.93334468	1471243.45000851	308961.124501787	24.1376	10.7537	81.881	49.5318	0.65296	0.185636	0.213822	0.097351	0	0.108462576280989	0.000127712639147078	0	0.0210232451899446	0.0211509578290916	2.56219354748196e-05	0	0.000768658064244587	0.000794279999719407	1.34515161242803e-05	0	0.000282097509577763
8	BFL	FA	44168651.6087817	11.20633232077	0.161994257496123	0.028504	0.133490257496123	28720555286.9813	1005219435.04434	40295747197.4817	0	0	0	0	3192712965.94709	2075263427.86561	1556447570.89921	326853989.888833	22.559	2.2507	79.886	6.9051	0.82276	0.13205	0.09755	0.051655	7.2	0.259709440806544	0.000730815870458712	0.00818382833660372	0.00491029700196223	0.00564111287242094	8.39081618547061e-05	0	0.00251724485564118	0.00260115301749589	4.40517849737207e-05	0	0.000237250327644182
8	BFL	FJ	2498355.80073363	1.48451726759938	0.0660610184081723	0.042054	0.0240070184081723	0	0	0	0	0	0	0	275644723.627443	179169070.357838	134376802.768378	28219128.5813595	0	0	0	0	0	0	0	0	0	0	1.19385513766886e-05	0.000133690384957319	8.02142309743914e-05	9.215278235108e-05	1.50901258565654e-05	0	0.000452703775696963	0.000467793901553528	7.92231607469685e-06	0	4.26673308594388e-05
8	BFL	FS	40936587.9660686	6.78060163157897	0.0980176649454529	0.00856914285714286	0.0894485220883101	0	0	0	0	0	0	0	683346959.899706	444175523.934809	333131642.951107	69957645.0197324	22.559	2.2507	79.886	6.9051	0.82276	0.13205	0.09755	0.051655	7.2	0.157142070006747	0.000442193854489909	0.00495177888566527	0.00297106733139916	0.00341326118588907	5.6224785312652e-05	0	0.00168674355937956	0.00174296834469221	2.95180122891423e-05	0	0.000158975580471524
8	BFL	MA	4598859.54442868	9.3957620069511	0.135821377267682	0	0.135821377267682	0	0	0	0	0	0	0	227435575.869854	147833124.315405	110874843.236554	23283717.0796763	22.559	2.2507	79.886	6.9051	0.82276	0.13205	0.09755	0.051655	7.2	0.217749039286831	0.000612740350114927	0.00686159406623659	0.00411695643974195	0.00472969678985688	8.5373437139686e-05	0	0.00256120311419058	0.00264657655133027	4.48210544983352e-05	0	0.000241393393512462
8	BFL	MJ	566593.289263099	1.31111365999347	0.0583445578697093	0.042054	0.0162905578697093	0	0	0	0	0	0	0	1752469246.05869	1139105009.93815	854328757.453613	179409039.065259	0	0	0	0	0	0	0	0	0	0	1.05440321457644e-05	0.000118074268149658	7.08445608897946e-05	8.13885930355591e-05	1.02397792323887e-05	0	0.000307193376971661	0.000317433156204049	5.37588409700406e-06	0	2.8952975779579e-05
8	BFL	MS	30951.7907243048	3.93397106383005	0.0568679121103016	0.00908142857142857	0.0477864835388731	0	0	0	0	0	0	0	7546515.60092255	4905235.14059966	3678926.35544974	772574.534644446	22.559	2.2507	79.886	6.9051	0.82276	0.13205	0.09755	0.051655	7.2	0.0911707234705871	0.000256552135442543	0.00287292424907663	0.00172375454944598	0.00198030668488852	3.00372182244345e-05	0	0.000901116546733035	0.000931153764957469	1.57695395678281e-05	0	8.49302345295885e-05
9	PGS	FA	1961145.43789459	2.51344074664356	0.087827160009966	0.0153361811573945	0.0724909788525715	0	0	0	0	0	0	0	165632456.307719	107661096.600017	69979712.7900113	14695739.6859024	38.323	9.1713	55.858	53.501	0.336112	0.25884	0.2401	0.161783	0	0.00860196076928162	7.0572431377992e-06	0	0.020966591240106	0.0209736484832438	1.36697274407706e-05	0	0.000551573502235095	0.000565243229675865	1.27128465199167e-05	0	0.000700746681220411
9	PGS	FJ	2189363.78889505	0.271826617858932	0.012721485715798	0.00537037037037037	0.00735111534542765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05880062801922e-07	0	0.000611655718383166	0.000611861598445968	1.38621032228064e-06	0	5.5933586504024e-05	5.73197968263046e-05	1.289175599721e-06	0	7.10608376809652e-05
9	PGS	FN	3825923.30534447	1.5200134802924	0.0531138310418575	0.0166176470588235	0.036496183983034	0	0	0	0	0	0	0	0	0	0	0	38.323	9.1713	55.858	53.501	0.336112	0.25884	0.2401	0.161783	0	0.00200872034809898	4.26789639560065e-06	0	0.0126796310449332	0.0126838989413288	6.8821375510864e-06	0	0.000277694250186336	0.000284576387737423	6.40038792251036e-06	0	0.000352796723235492
9	PGS	FN	6312773.45381835	2.01346676179101	0.0703565690572632	0.0166176470588235	0.0537389219984396	0	0	0	0	0	0	0	1190667605.50009	773933943.575058	503057063.323788	105641983.297995	38.323	9.1713	55.858	53.501	0.336112	0.25884	0.2401	0.161783	0	0.00266082617494453	5.65341534580105e-06	0	0.0167959139782334	0.0168015673935792	1.01336252911343e-05	0	0.00040889178049727	0.000419025405788405	9.42427152075493e-06	0	0.000519476655424322
9	PGS	FS	892260.955483739	1.78686642007096	0.0624384733165394	0.0156220502903918	0.0468164230261476	0	0	0	0	0	0	0	353991548.086532	230094506.256246	149561429.06656	31407900.1039775	38.323	9.1713	55.858	53.501	0.336112	0.25884	0.2401	0.161783	0	0.00236137046405722	5.01716652682161e-06	0	0.0149056618423686	0.0149106790088954	8.82823977064498e-06	0	0.000356219474745525	0.00036504771451617	8.21026298669983e-06	0	0.000452559112615984
9	PGS	MA	1520369.78714365	2.05351882982271	0.0717561084704948	0	0.0717561084704948	0	0	0	0	0	0	0	147207162.328009	95684655.5132059	62195026.0835838	13060955.4775526	38.323	9.1713	55.858	53.501	0.336112	0.25884	0.2401	0.161783	0	0.00702793110866243	5.76587360949748e-06	0	0.0171300198607225	0.017135785734332	1.35311518830076e-05	0	0.000545981978479356	0.000559513130362364	1.25839712511971e-05	0	0.000693642928594658
9	PGS	MJ	2189363.78889505	0.271826617858932	0.012721485715798	0.00537037037037037	0.00735111534542765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05880062801922e-07	0	0.000611655718383166	0.000611861598445968	1.38621032228064e-06	0	5.5933586504024e-05	5.73197968263046e-05	1.289175599721e-06	0	7.10608376809652e-05
9	PGS	MN	2957772.9792287	1.60466163902468	0.0560716916524393	0.01765625	0.0384154416524393	0	0	0	0	0	0	0	0	0	0	0	38.323	9.1713	55.858	53.501	0.336112	0.25884	0.2401	0.161783	0	0.00212058414475552	4.50557163745324e-06	0	0.0133857480861792	0.0133902536578167	7.24405471160284e-06	0	0.000292297607613175	0.000299541662324778	6.73697088179064e-06	0	0.000371349561995993
9	PGS	MN	4251025.89482718	2.0950116226375	0.0732059911298221	0.01765625	0.0555497411298221	0	0	0	0	0	0	0	1763952008.14829	1146568805.29639	745269723.442653	156506641.922957	38.323	9.1713	55.858	53.501	0.336112	0.25884	0.2401	0.161783	0	0.00276858891743924	5.88237714265272e-06	0	0.0174761439647102	0.0174820263418529	1.04750940416236e-05	0	0.000422670044579512	0.000433145138621136	9.74183745870994e-06	0	0.000536981254157737
9	PGS	MS	0.608469221721365	1.97117595602706	0.0688788014314534	0.017966573816156	0.0509122276152974	0	0	0	0	0	0	0	84.8331530239648	55.1415494655771	35.8420071526251	7.52682150205127	38.323	9.1713	55.858	53.501	0.336112	0.25884	0.2401	0.161783	0	0.00260493824817482	5.5346711505507e-06	0	0.0164431330189641	0.0164486676901146	9.60059149317037e-06	0	0.000387383866749425	0.000396984458242595	8.92855008864845e-06	0	0.000492151921517229
